evidence_id,case_id,fir_number,evidence_number,evidence_type,description,collected_by_officer_id,collection_location,storage_location,chain_of_custody_status,created_at
EVID-002575,CASE-000175,FIR/2025/PS-DEL-002/00175,EVID/00175/2575,DOCUMENTARY,Fraudulent cheque leaf,OFFICER-00044,"Near Landmark 82, Hauz Khas, South Delhi","Locker-44, Malkhana STATION-PS-DEL-002",SECURED_IN_MALKHANA,2025-11-02T12:53:35.158819
EVID-002576,CASE-000176,FIR/2025/PS-BLR-001/00176,EVID/00176/2576,DOCUMENTARY,Handwritten ransom note,OFFICER-00008,"Near Landmark 52, Koramangala 1st to 8th Blocks, Bangalore Urban","Locker-26, Malkhana STATION-PS-BLR-001",SECURED_IN_MALKHANA,2025-05-16T21:53:35.158871
EVID-002577,CASE-000177,FIR/2024/PS-BLR-002/00177,EVID/00177/2577,BIOLOGICAL,Hair strand recovered from crime scene,OFFICER-00049,"Near Landmark 84, Indiranagar 1st and 2nd Stages, Bangalore Urban","Locker-31, Malkhana STATION-PS-BLR-002",SECURED_IN_MALKHANA,2025-09-12T03:53:35.158922
EVID-002578,CASE-000178,FIR/2026/PS-CHE-001/00178,EVID/00178/2578,BIOLOGICAL,Blood sample collected from vehicle seat,OFFICER-00024,"Near Landmark 19, T. Nagar, Chennai","Locker-7, Malkhana STATION-PS-CHE-001",SECURED_IN_MALKHANA,2026-07-18T12:53:35.158968
EVID-002579,CASE-000179,FIR/2025/PS-CHE-002/00179,EVID/00179/2579,DIGITAL,Hard disk drive containing DVR recording,OFFICER-00035,"Near Landmark 86, Mylapore, Chennai","Locker-6, Malkhana STATION-PS-CHE-002",SECURED_IN_MALKHANA,2025-05-18T19:53:35.159011
EVID-002580,CASE-000180,FIR/2024/PS-LKO-001/00180,EVID/00180/2580,FORENSIC,Bullet casing recovered from floor,OFFICER-00014,"Near Landmark 41, Hazratganj, Lucknow","Locker-21, Malkhana STATION-PS-LKO-001",SECURED_IN_MALKHANA,2025-12-04T14:53:35.159053
EVID-002581,CASE-000181,FIR/2026/PS-MUM-001/00181,EVID/00181/2581,PHYSICAL,Shoe impression cast,OFFICER-00023,"Near Landmark 96, Colaba, Mumbai City","Locker-13, Malkhana STATION-PS-MUM-001",SECURED_IN_MALKHANA,2026-06-29T20:53:35.159102
EVID-002582,CASE-000182,FIR/2025/PS-MUM-002/00182,EVID/00182/2582,BIOLOGICAL,Swab sample for DNA profiling,OFFICER-00045,"Near Landmark 55, Bandra West, Mumbai Suburban","Locker-11, Malkhana STATION-PS-MUM-002",SECURED_IN_MALKHANA,2026-03-14T08:53:35.159275
EVID-002583,CASE-000183,FIR/2025/PS-PUN-001/00183,EVID/00183/2583,BIOLOGICAL,Blood sample collected from vehicle seat,OFFICER-00046,"Near Landmark 33, Shivajinagar, Pune","Locker-33, Malkhana STATION-PS-PUN-001",SECURED_IN_MALKHANA,2026-04-22T21:53:35.159382
EVID-002584,CASE-000184,FIR/2025/PS-DEL-001/00184,EVID/00184/2584,BIOLOGICAL,Blood sample collected from vehicle seat,OFFICER-00002,"Near Landmark 34, Connaught Place, Central Delhi","Locker-14, Malkhana STATION-PS-DEL-001",SECURED_IN_MALKHANA,2025-05-26T18:53:35.159449
EVID-002585,CASE-000185,FIR/2024/PS-DEL-002/00185,EVID/00185/2585,PHYSICAL,Shoe impression cast,OFFICER-00040,"Near Landmark 39, Hauz Khas, South Delhi","Locker-37, Malkhana STATION-PS-DEL-002",SECURED_IN_MALKHANA,2025-04-23T03:53:35.159508
EVID-002586,CASE-000186,FIR/2025/PS-BLR-001/00186,EVID/00186/2586,FORENSIC,Chemical reagent sample,OFFICER-00006,"Near Landmark 59, Koramangala 1st to 8th Blocks, Bangalore Urban","Locker-31, Malkhana STATION-PS-BLR-001",SECURED_IN_MALKHANA,2026-01-16T02:53:35.159561
EVID-002587,CASE-000187,FIR/2024/PS-BLR-002/00187,EVID/00187/2587,DOCUMENTARY,Forged land deed agreement,OFFICER-00047,"Near Landmark 74, Indiranagar 1st and 2nd Stages, Bangalore Urban","Locker-49, Malkhana STATION-PS-BLR-002",SECURED_IN_MALKHANA,2025-04-29T11:53:35.159664
EVID-002588,CASE-000188,FIR/2025/PS-CHE-001/00188,EVID/00188/2588,FORENSIC,Bullet casing recovered from floor,OFFICER-00001,"Near Landmark 59, T. Nagar, Chennai","Locker-12, Malkhana STATION-PS-CHE-001",SECURED_IN_MALKHANA,2025-05-11T20:53:35.159746
EVID-002589,CASE-000189,FIR/2024/PS-CHE-002/00189,EVID/00189/2589,FORENSIC,Chemical reagent sample,OFFICER-00032,"Near Landmark 59, Mylapore, Chennai","Locker-44, Malkhana STATION-PS-CHE-002",SECURED_IN_MALKHANA,2026-01-07T01:53:35.159786
EVID-002590,CASE-000190,FIR/2026/PS-LKO-001/00190,EVID/00190/2590,DOCUMENTARY,Handwritten ransom note,OFFICER-00027,"Near Landmark 20, Hazratganj, Lucknow","Locker-27, Malkhana STATION-PS-LKO-001",SECURED_IN_MALKHANA,2026-02-09T11:53:35.159818
EVID-002591,CASE-000191,FIR/2026/PS-MUM-001/00191,EVID/00191/2591,BIOLOGICAL,Hair strand recovered from crime scene,OFFICER-00030,"Near Landmark 51, Colaba, Mumbai City","Locker-7, Malkhana STATION-PS-MUM-001",SECURED_IN_MALKHANA,2026-07-19T12:53:35.159846
EVID-002592,CASE-000192,FIR/2025/PS-MUM-002/00192,EVID/00192/2592,DOCUMENTARY,Fake identification card,OFFICER-00004,"Near Landmark 95, Bandra West, Mumbai Suburban","Locker-46, Malkhana STATION-PS-MUM-002",SECURED_IN_MALKHANA,2025-08-01T01:53:35.159874
EVID-002593,CASE-000193,FIR/2024/PS-PUN-001/00193,EVID/00193/2593,FORENSIC,Bullet casing recovered from floor,OFFICER-00005,"Near Landmark 58, Shivajinagar, Pune","Locker-27, Malkhana STATION-PS-PUN-001",SECURED_IN_MALKHANA,2025-08-24T08:53:35.159903
EVID-002594,CASE-000194,FIR/2026/PS-DEL-001/00194,EVID/00194/2594,DOCUMENTARY,Fraudulent cheque leaf,OFFICER-00006,"Near Landmark 22, Connaught Place, Central Delhi","Locker-37, Malkhana STATION-PS-DEL-001",SECURED_IN_MALKHANA,2025-11-24T18:53:35.159946
EVID-002595,CASE-000195,FIR/2025/PS-DEL-002/00195,EVID/00195/2595,FORENSIC,Bullet casing recovered from floor,OFFICER-00031,"Near Landmark 14, Hauz Khas, South Delhi","Locker-18, Malkhana STATION-PS-DEL-002",SECURED_IN_MALKHANA,2025-12-12T05:53:35.159976
EVID-002596,CASE-000196,FIR/2025/PS-BLR-001/00196,EVID/00196/2596,DIGITAL,USB flash drive with encrypted documents,OFFICER-00020,"Near Landmark 23, Koramangala 1st to 8th Blocks, Bangalore Urban","Locker-13, Malkhana STATION-PS-BLR-001",SECURED_IN_MALKHANA,2025-08-30T14:53:35.160003
EVID-002597,CASE-000197,FIR/2026/PS-BLR-002/00197,EVID/00197/2597,PHYSICAL,Recovered sharp metallic tool,OFFICER-00043,"Near Landmark 44, Indiranagar 1st and 2nd Stages, Bangalore Urban","Locker-3, Malkhana STATION-PS-BLR-002",SECURED_IN_MALKHANA,2025-11-03T09:53:35.160029
EVID-002598,CASE-000198,FIR/2026/PS-CHE-001/00198,EVID/00198/2598,BIOLOGICAL,Swab sample for DNA profiling,OFFICER-00050,"Near Landmark 65, T. Nagar, Chennai","Locker-7, Malkhana STATION-PS-CHE-001",SECURED_IN_MALKHANA,2025-04-20T13:53:35.160061
EVID-002599,CASE-000199,FIR/2026/PS-CHE-002/00199,EVID/00199/2599,BIOLOGICAL,Hair strand recovered from crime scene,OFFICER-00007,"Near Landmark 44, Mylapore, Chennai","Locker-49, Malkhana STATION-PS-CHE-002",SECURED_IN_MALKHANA,2026-01-02T21:53:35.160088
EVID-002600,CASE-000200,FIR/2024/PS-LKO-001/00200,EVID/00200/2600,DOCUMENTARY,Handwritten ransom note,OFFICER-00013,"Near Landmark 80, Hazratganj, Lucknow","Locker-24, Malkhana STATION-PS-LKO-001",SECURED_IN_MALKHANA,2025-12-01T23:53:35.160117
EVID-002601,CASE-000001,FIR/2026/PS-MUM-001/00001,EVID/00001/2601,DIGITAL,Hard disk drive containing DVR recording,OFFICER-00008,"Near Landmark 21, Colaba, Mumbai City","Locker-14, Malkhana STATION-PS-MUM-001",SECURED_IN_MALKHANA,2025-06-18T08:53:35.150719
EVID-002602,CASE-000002,FIR/2026/PS-MUM-002/00002,EVID/00002/2602,DOCUMENTARY,Forged land deed agreement,OFFICER-00019,"Near Landmark 83, Bandra West, Mumbai Suburban","Locker-45, Malkhana STATION-PS-MUM-002",SECURED_IN_MALKHANA,2026-07-24T20:53:35.150816
EVID-002603,CASE-000003,FIR/2025/PS-PUN-001/00003,EVID/00003/2603,BIOLOGICAL,Swab sample for DNA profiling,OFFICER-00031,"Near Landmark 21, Shivajinagar, Pune","Locker-44, Malkhana STATION-PS-PUN-001",SECURED_IN_MALKHANA,2026-08-13T01:53:35.150882
EVID-002604,CASE-000004,FIR/2024/PS-DEL-001/00004,EVID/00004/2604,PHYSICAL,Fabric sample with blood stains,OFFICER-00033,"Near Landmark 47, Connaught Place, Central Delhi","Locker-8, Malkhana STATION-PS-DEL-001",SECURED_IN_MALKHANA,2025-07-01T12:53:35.150934
EVID-002605,CASE-000005,FIR/2026/PS-DEL-002/00005,EVID/00005/2605,BIOLOGICAL,Hair strand recovered from crime scene,OFFICER-00033,"Near Landmark 75, Hauz Khas, South Delhi","Locker-9, Malkhana STATION-PS-DEL-002",SECURED_IN_MALKHANA,2025-06-07T04:53:35.150994
EVID-002606,CASE-000006,FIR/2026/PS-BLR-001/00006,EVID/00006/2606,BIOLOGICAL,Swab sample for DNA profiling,OFFICER-00028,"Near Landmark 22, Koramangala 1st to 8th Blocks, Bangalore Urban","Locker-48, Malkhana STATION-PS-BLR-001",SECURED_IN_MALKHANA,2026-08-01T03:53:35.151044
EVID-002607,CASE-000007,FIR/2024/PS-BLR-002/00007,EVID/00007/2607,DOCUMENTARY,Fraudulent cheque leaf,OFFICER-00021,"Near Landmark 93, Indiranagar 1st and 2nd Stages, Bangalore Urban","Locker-25, Malkhana STATION-PS-BLR-002",SECURED_IN_MALKHANA,2025-08-28T06:53:35.151090
EVID-002608,CASE-000008,FIR/2025/PS-CHE-001/00008,EVID/00008/2608,DIGITAL,Hard disk drive containing DVR recording,OFFICER-00027,"Near Landmark 20, T. Nagar, Chennai","Locker-13, Malkhana STATION-PS-CHE-001",SECURED_IN_MALKHANA,2026-02-21T08:53:35.151135
EVID-002609,CASE-000009,FIR/2025/PS-CHE-002/00009,EVID/00009/2609,DOCUMENTARY,Handwritten ransom note,OFFICER-00033,"Near Landmark 12, Mylapore, Chennai","Locker-4, Malkhana STATION-PS-CHE-002",SECURED_IN_MALKHANA,2025-05-17T10:53:35.151179
EVID-002610,CASE-000010,FIR/2025/PS-LKO-001/00010,EVID/00010/2610,DIGITAL,USB flash drive with encrypted documents,OFFICER-00034,"Near Landmark 77, Hazratganj, Lucknow","Locker-6, Malkhana STATION-PS-LKO-001",SECURED_IN_MALKHANA,2026-04-17T19:53:35.151230
EVID-002611,CASE-000011,FIR/2025/PS-MUM-001/00011,EVID/00011/2611,PHYSICAL,Recovered sharp metallic tool,OFFICER-00032,"Near Landmark 87, Colaba, Mumbai City","Locker-30, Malkhana STATION-PS-MUM-001",SECURED_IN_MALKHANA,2026-04-24T21:53:35.151282
EVID-002612,CASE-000012,FIR/2024/PS-MUM-002/00012,EVID/00012/2612,PHYSICAL,Shoe impression cast,OFFICER-00003,"Near Landmark 85, Bandra West, Mumbai Suburban","Locker-19, Malkhana STATION-PS-MUM-002",SECURED_IN_MALKHANA,2025-06-03T21:53:35.151326
EVID-002613,CASE-000013,FIR/2026/PS-PUN-001/00013,EVID/00013/2613,BIOLOGICAL,Blood sample collected from vehicle seat,OFFICER-00031,"Near Landmark 55, Shivajinagar, Pune","Locker-13, Malkhana STATION-PS-PUN-001",SECURED_IN_MALKHANA,2025-07-17T00:53:35.151371
EVID-002614,CASE-000014,FIR/2024/PS-DEL-001/00014,EVID/00014/2614,PHYSICAL,Recovered sharp metallic tool,OFFICER-00030,"Near Landmark 32, Connaught Place, Central Delhi","Locker-40, Malkhana STATION-PS-DEL-001",SECURED_IN_MALKHANA,2026-06-21T02:53:35.151414
EVID-002615,CASE-000015,FIR/2024/PS-DEL-002/00015,EVID/00015/2615,DOCUMENTARY,Fake identification card,OFFICER-00039,"Near Landmark 23, Hauz Khas, South Delhi","Locker-22, Malkhana STATION-PS-DEL-002",SECURED_IN_MALKHANA,2025-06-11T05:53:35.151457
EVID-002616,CASE-000016,FIR/2026/PS-BLR-001/00016,EVID/00016/2616,BIOLOGICAL,Hair strand recovered from crime scene,OFFICER-00046,"Near Landmark 56, Koramangala 1st to 8th Blocks, Bangalore Urban","Locker-12, Malkhana STATION-PS-BLR-001",SECURED_IN_MALKHANA,2025-08-18T23:53:35.151502
EVID-002617,CASE-000017,FIR/2026/PS-BLR-002/00017,EVID/00017/2617,DOCUMENTARY,Fake identification card,OFFICER-00049,"Near Landmark 76, Indiranagar 1st and 2nd Stages, Bangalore Urban","Locker-24, Malkhana STATION-PS-BLR-002",SECURED_IN_MALKHANA,2025-11-06T18:53:35.151545
EVID-002618,CASE-000018,FIR/2025/PS-CHE-001/00018,EVID/00018/2618,FORENSIC,Chemical reagent sample,OFFICER-00037,"Near Landmark 32, T. Nagar, Chennai","Locker-4, Malkhana STATION-PS-CHE-001",SECURED_IN_MALKHANA,2026-08-06T18:53:35.151598
EVID-002619,CASE-000019,FIR/2025/PS-CHE-002/00019,EVID/00019/2619,DOCUMENTARY,Fake identification card,OFFICER-00010,"Near Landmark 28, Mylapore, Chennai","Locker-2, Malkhana STATION-PS-CHE-002",SECURED_IN_MALKHANA,2026-03-10T16:53:35.151661
EVID-002620,CASE-000020,FIR/2024/PS-LKO-001/00020,EVID/00020/2620,FORENSIC,Chemical reagent sample,OFFICER-00002,"Near Landmark 28, Hazratganj, Lucknow","Locker-50, Malkhana STATION-PS-LKO-001",SECURED_IN_MALKHANA,2026-02-25T08:53:35.151744
EVID-002621,CASE-000021,FIR/2024/PS-MUM-001/00021,EVID/00021/2621,DIGITAL,Hard disk drive containing DVR recording,OFFICER-00033,"Near Landmark 45, Colaba, Mumbai City","Locker-7, Malkhana STATION-PS-MUM-001",SECURED_IN_MALKHANA,2026-01-05T22:53:35.151802
EVID-002622,CASE-000022,FIR/2024/PS-MUM-002/00022,EVID/00022/2622,PHYSICAL,Recovered sharp metallic tool,OFFICER-00042,"Near Landmark 34, Bandra West, Mumbai Suburban","Locker-3, Malkhana STATION-PS-MUM-002",SECURED_IN_MALKHANA,2026-05-23T19:53:35.151990
EVID-002623,CASE-000023,FIR/2024/PS-PUN-001/00023,EVID/00023/2623,DOCUMENTARY,Handwritten ransom note,OFFICER-00011,"Near Landmark 39, Shivajinagar, Pune","Locker-34, Malkhana STATION-PS-PUN-001",SECURED_IN_MALKHANA,2026-01-26T14:53:35.152053
EVID-002624,CASE-000024,FIR/2024/PS-DEL-001/00024,EVID/00024/2624,DIGITAL,USB flash drive with encrypted documents,OFFICER-00023,"Near Landmark 89, Connaught Place, Central Delhi","Locker-41, Malkhana STATION-PS-DEL-001",SECURED_IN_MALKHANA,2025-06-27T05:53:35.152104
EVID-002625,CASE-000025,FIR/2024/PS-DEL-002/00025,EVID/00025/2625,BIOLOGICAL,Hair strand recovered from crime scene,OFFICER-00027,"Near Landmark 13, Hauz Khas, South Delhi","Locker-8, Malkhana STATION-PS-DEL-002",SECURED_IN_MALKHANA,2026-02-02T05:53:35.152159
EVID-002626,CASE-000026,FIR/2024/PS-BLR-001/00026,EVID/00026/2626,DOCUMENTARY,Handwritten ransom note,OFFICER-00030,"Near Landmark 67, Koramangala 1st to 8th Blocks, Bangalore Urban","Locker-18, Malkhana STATION-PS-BLR-001",SECURED_IN_MALKHANA,2026-03-27T02:53:35.152222
EVID-002627,CASE-000027,FIR/2025/PS-BLR-002/00027,EVID/00027/2627,PHYSICAL,Shoe impression cast,OFFICER-00006,"Near Landmark 90, Indiranagar 1st and 2nd Stages, Bangalore Urban","Locker-4, Malkhana STATION-PS-BLR-002",SECURED_IN_MALKHANA,2026-01-25T04:53:35.152605
EVID-002628,CASE-000028,FIR/2026/PS-CHE-001/00028,EVID/00028/2628,PHYSICAL,Fabric sample with blood stains,OFFICER-00024,"Near Landmark 54, T. Nagar, Chennai","Locker-9, Malkhana STATION-PS-CHE-001",SECURED_IN_MALKHANA,2026-07-29T20:53:35.152665
EVID-002629,CASE-000029,FIR/2024/PS-CHE-002/00029,EVID/00029/2629,FORENSIC,Chemical reagent sample,OFFICER-00027,"Near Landmark 58, Mylapore, Chennai","Locker-37, Malkhana STATION-PS-CHE-002",SECURED_IN_MALKHANA,2025-10-06T19:53:35.152724
EVID-002630,CASE-000030,FIR/2025/PS-LKO-001/00030,EVID/00030/2630,BIOLOGICAL,Hair strand recovered from crime scene,OFFICER-00006,"Near Landmark 60, Hazratganj, Lucknow","Locker-10, Malkhana STATION-PS-LKO-001",SECURED_IN_MALKHANA,2025-04-24T16:53:35.152773
EVID-002631,CASE-000031,FIR/2025/PS-MUM-001/00031,EVID/00031/2631,PHYSICAL,Latent fingerprint lifted from door handle,OFFICER-00044,"Near Landmark 90, Colaba, Mumbai City","Locker-10, Malkhana STATION-PS-MUM-001",SECURED_IN_MALKHANA,2026-08-16T23:53:35.152828
EVID-002632,CASE-000032,FIR/2025/PS-MUM-002/00032,EVID/00032/2632,DIGITAL,USB flash drive with encrypted documents,OFFICER-00019,"Near Landmark 71, Bandra West, Mumbai Suburban","Locker-9, Malkhana STATION-PS-MUM-002",SECURED_IN_MALKHANA,2025-09-23T11:53:35.152878
EVID-002633,CASE-000033,FIR/2025/PS-PUN-001/00033,EVID/00033/2633,BIOLOGICAL,Swab sample for DNA profiling,OFFICER-00038,"Near Landmark 49, Shivajinagar, Pune","Locker-31, Malkhana STATION-PS-PUN-001",SECURED_IN_MALKHANA,2025-10-12T16:53:35.152928
EVID-002634,CASE-000034,FIR/2024/PS-DEL-001/00034,EVID/00034/2634,BIOLOGICAL,Hair strand recovered from crime scene,OFFICER-00039,"Near Landmark 98, Connaught Place, Central Delhi","Locker-12, Malkhana STATION-PS-DEL-001",SECURED_IN_MALKHANA,2025-10-14T01:53:35.152979
EVID-002635,CASE-000035,FIR/2026/PS-DEL-002/00035,EVID/00035/2635,FORENSIC,Chemical reagent sample,OFFICER-00047,"Near Landmark 29, Hauz Khas, South Delhi","Locker-24, Malkhana STATION-PS-DEL-002",SECURED_IN_MALKHANA,2025-04-24T12:53:35.153037
EVID-002636,CASE-000036,FIR/2024/PS-BLR-001/00036,EVID/00036/2636,PHYSICAL,Recovered sharp metallic tool,OFFICER-00037,"Near Landmark 59, Koramangala 1st to 8th Blocks, Bangalore Urban","Locker-38, Malkhana STATION-PS-BLR-001",SECURED_IN_MALKHANA,2026-01-29T12:53:35.153086
EVID-002637,CASE-000037,FIR/2025/PS-BLR-002/00037,EVID/00037/2637,BIOLOGICAL,Swab sample for DNA profiling,OFFICER-00027,"Near Landmark 27, Indiranagar 1st and 2nd Stages, Bangalore Urban","Locker-26, Malkhana STATION-PS-BLR-002",SECURED_IN_MALKHANA,2026-05-29T07:53:35.153135
EVID-002638,CASE-000038,FIR/2025/PS-CHE-001/00038,EVID/00038/2638,PHYSICAL,Shoe impression cast,OFFICER-00020,"Near Landmark 20, T. Nagar, Chennai","Locker-39, Malkhana STATION-PS-CHE-001",SECURED_IN_MALKHANA,2026-08-15T08:53:35.153183
EVID-002639,CASE-000039,FIR/2025/PS-CHE-002/00039,EVID/00039/2639,BIOLOGICAL,Swab sample for DNA profiling,OFFICER-00043,"Near Landmark 33, Mylapore, Chennai","Locker-31, Malkhana STATION-PS-CHE-002",SECURED_IN_MALKHANA,2026-01-19T13:53:35.153237
EVID-002640,CASE-000040,FIR/2026/PS-LKO-001/00040,EVID/00040/2640,PHYSICAL,Shoe impression cast,OFFICER-00016,"Near Landmark 85, Hazratganj, Lucknow","Locker-39, Malkhana STATION-PS-LKO-001",SECURED_IN_MALKHANA,2026-01-22T07:53:35.153284
EVID-002641,CASE-000041,FIR/2026/PS-MUM-001/00041,EVID/00041/2641,FORENSIC,Toxicology vial from post-mortem,OFFICER-00033,"Near Landmark 89, Colaba, Mumbai City","Locker-41, Malkhana STATION-PS-MUM-001",SECURED_IN_MALKHANA,2026-04-30T06:53:35.153331
EVID-002642,CASE-000042,FIR/2026/PS-MUM-002/00042,EVID/00042/2642,BIOLOGICAL,Blood sample collected from vehicle seat,OFFICER-00035,"Near Landmark 19, Bandra West, Mumbai Suburban","Locker-7, Malkhana STATION-PS-MUM-002",SECURED_IN_MALKHANA,2025-10-26T08:53:35.153376
EVID-002643,CASE-000043,FIR/2026/PS-PUN-001/00043,EVID/00043/2643,BIOLOGICAL,Hair strand recovered from crime scene,OFFICER-00022,"Near Landmark 39, Shivajinagar, Pune","Locker-7, Malkhana STATION-PS-PUN-001",SECURED_IN_MALKHANA,2025-09-19T06:53:35.153497
EVID-002644,CASE-000044,FIR/2026/PS-DEL-001/00044,EVID/00044/2644,BIOLOGICAL,Swab sample for DNA profiling,OFFICER-00029,"Near Landmark 40, Connaught Place, Central Delhi","Locker-9, Malkhana STATION-PS-DEL-001",SECURED_IN_MALKHANA,2025-04-21T16:53:35.153551
EVID-002645,CASE-000045,FIR/2026/PS-DEL-002/00045,EVID/00045/2645,BIOLOGICAL,Swab sample for DNA profiling,OFFICER-00022,"Near Landmark 65, Hauz Khas, South Delhi","Locker-44, Malkhana STATION-PS-DEL-002",SECURED_IN_MALKHANA,2025-11-12T10:53:35.153586
EVID-002646,CASE-000046,FIR/2025/PS-BLR-001/00046,EVID/00046/2646,DIGITAL,USB flash drive with encrypted documents,OFFICER-00015,"Near Landmark 74, Koramangala 1st to 8th Blocks, Bangalore Urban","Locker-42, Malkhana STATION-PS-BLR-001",SECURED_IN_MALKHANA,2026-07-14T12:53:35.153621
EVID-002647,CASE-000047,FIR/2024/PS-BLR-002/00047,EVID/00047/2647,DIGITAL,Mobile smartphone (Android/iOS),OFFICER-00017,"Near Landmark 11, Indiranagar 1st and 2nd Stages, Bangalore Urban","Locker-1, Malkhana STATION-PS-BLR-002",SECURED_IN_MALKHANA,2025-08-11T17:53:35.153676
EVID-002648,CASE-000048,FIR/2025/PS-CHE-001/00048,EVID/00048/2648,FORENSIC,Bullet casing recovered from floor,OFFICER-00043,"Near Landmark 81, T. Nagar, Chennai","Locker-21, Malkhana STATION-PS-CHE-001",SECURED_IN_MALKHANA,2026-06-13T11:53:35.153732
EVID-002649,CASE-000049,FIR/2026/PS-CHE-002/00049,EVID/00049/2649,BIOLOGICAL,Blood sample collected from vehicle seat,OFFICER-00031,"Near Landmark 44, Mylapore, Chennai","Locker-48, Malkhana STATION-PS-CHE-002",SECURED_IN_MALKHANA,2025-08-20T15:53:35.153764
EVID-002650,CASE-000050,FIR/2025/PS-LKO-001/00050,EVID/00050/2650,DOCUMENTARY,Fake identification card,OFFICER-00020,"Near Landmark 51, Hazratganj, Lucknow","Locker-19, Malkhana STATION-PS-LKO-001",SECURED_IN_MALKHANA,2025-05-21T02:53:35.153793
EVID-002651,CASE-000051,FIR/2026/PS-MUM-001/00051,EVID/00051/2651,DIGITAL,SIM card recovered,OFFICER-00046,"Near Landmark 85, Colaba, Mumbai City","Locker-38, Malkhana STATION-PS-MUM-001",SECURED_IN_MALKHANA,2025-08-29T02:53:35.153821
EVID-002652,CASE-000052,FIR/2026/PS-MUM-002/00052,EVID/00052/2652,BIOLOGICAL,Blood sample collected from vehicle seat,OFFICER-00027,"Near Landmark 61, Bandra West, Mumbai Suburban","Locker-4, Malkhana STATION-PS-MUM-002",SECURED_IN_MALKHANA,2025-06-08T14:53:35.153848
EVID-002653,CASE-000053,FIR/2026/PS-PUN-001/00053,EVID/00053/2653,BIOLOGICAL,Swab sample for DNA profiling,OFFICER-00016,"Near Landmark 76, Shivajinagar, Pune","Locker-15, Malkhana STATION-PS-PUN-001",SECURED_IN_MALKHANA,2026-08-18T19:53:35.153876
EVID-002654,CASE-000054,FIR/2026/PS-DEL-001/00054,EVID/00054/2654,DIGITAL,Hard disk drive containing DVR recording,OFFICER-00041,"Near Landmark 71, Connaught Place, Central Delhi","Locker-12, Malkhana STATION-PS-DEL-001",SECURED_IN_MALKHANA,2026-08-17T15:53:35.153904
EVID-002655,CASE-000055,FIR/2025/PS-DEL-002/00055,EVID/00055/2655,PHYSICAL,Recovered sharp metallic tool,OFFICER-00048,"Near Landmark 57, Hauz Khas, South Delhi","Locker-38, Malkhana STATION-PS-DEL-002",SECURED_IN_MALKHANA,2026-05-07T14:53:35.153930
EVID-002656,CASE-000056,FIR/2026/PS-BLR-001/00056,EVID/00056/2656,PHYSICAL,Fabric sample with blood stains,OFFICER-00012,"Near Landmark 85, Koramangala 1st to 8th Blocks, Bangalore Urban","Locker-37, Malkhana STATION-PS-BLR-001",SECURED_IN_MALKHANA,2025-09-19T07:53:35.153956
EVID-002657,CASE-000057,FIR/2024/PS-BLR-002/00057,EVID/00057/2657,PHYSICAL,Recovered sharp metallic tool,OFFICER-00018,"Near Landmark 37, Indiranagar 1st and 2nd Stages, Bangalore Urban","Locker-15, Malkhana STATION-PS-BLR-002",SECURED_IN_MALKHANA,2025-11-30T03:53:35.153988
EVID-002658,CASE-000058,FIR/2026/PS-CHE-001/00058,EVID/00058/2658,DIGITAL,Hard disk drive containing DVR recording,OFFICER-00029,"Near Landmark 75, T. Nagar, Chennai","Locker-34, Malkhana STATION-PS-CHE-001",SECURED_IN_MALKHANA,2025-12-02T05:53:35.154017
EVID-002659,CASE-000059,FIR/2026/PS-CHE-002/00059,EVID/00059/2659,DOCUMENTARY,Forged land deed agreement,OFFICER-00016,"Near Landmark 73, Mylapore, Chennai","Locker-14, Malkhana STATION-PS-CHE-002",SECURED_IN_MALKHANA,2026-07-27T22:53:35.154045
EVID-002660,CASE-000060,FIR/2024/PS-LKO-001/00060,EVID/00060/2660,DOCUMENTARY,Fake identification card,OFFICER-00011,"Near Landmark 25, Hazratganj, Lucknow","Locker-19, Malkhana STATION-PS-LKO-001",SECURED_IN_MALKHANA,2026-02-12T04:53:35.154070
EVID-002661,CASE-000061,FIR/2024/PS-MUM-001/00061,EVID/00061/2661,FORENSIC,Chemical reagent sample,OFFICER-00023,"Near Landmark 49, Colaba, Mumbai City","Locker-31, Malkhana STATION-PS-MUM-001",SECURED_IN_MALKHANA,2026-05-01T04:53:35.154115
EVID-002662,CASE-000062,FIR/2025/PS-MUM-002/00062,EVID/00062/2662,DOCUMENTARY,Fake identification card,OFFICER-00009,"Near Landmark 21, Bandra West, Mumbai Suburban","Locker-27, Malkhana STATION-PS-MUM-002",SECURED_IN_MALKHANA,2025-08-08T17:53:35.154143
EVID-002663,CASE-000063,FIR/2024/PS-PUN-001/00063,EVID/00063/2663,FORENSIC,Chemical reagent sample,OFFICER-00030,"Near Landmark 46, Shivajinagar, Pune","Locker-1, Malkhana STATION-PS-PUN-001",SECURED_IN_MALKHANA,2025-06-30T02:53:35.154185
EVID-002664,CASE-000064,FIR/2024/PS-DEL-001/00064,EVID/00064/2664,DOCUMENTARY,Handwritten ransom note,OFFICER-00047,"Near Landmark 24, Connaught Place, Central Delhi","Locker-29, Malkhana STATION-PS-DEL-001",SECURED_IN_MALKHANA,2025-06-17T00:53:35.154231
