case_id,fir_number,police_station_id,station_name,assigned_officer_id,assigned_officer_name,assigned_officer_badge,crime_category,crime_type,priority,current_status,registration_date,incident_date,location,short_summary,detailed_description,applicable_sections,source,created_by,updated_by,created_at,updated_at
CASE-000099,FIR/2024/PS-CHE-002/00099,STATION-PS-CHE-002,Mylapore Police Station,OFFICER-00029,Vidya Dubey,BADGE-CHE-1029,COGNIZABLE,KIDNAPPING,MEDIUM,UNDER_INVESTIGATION,2025-04-30T20:53:35.155446,2025-04-30T17:53:35.155446,"{""address"": ""Near Landmark 70, Mylapore, Chennai"", ""latitude"": 13.050852747308555, ""longitude"": 80.25293439874625, ""district"": ""Chennai"", ""state"": ""Tamil Nadu""}",Incident of kidnapping reported near Chennai.,Detailed police incident report regarding KIDNAPPING under jurisdiction of Mylapore Police Station. Investigation initiated by Officer Vidya Dubey (BADGE-CHE-1029). Initial inspection conducted at incident location.,"[{""act"": ""IPC"", ""section"": ""364"", ""description"": ""Kidnapping or abducting in order to murder""}, {""act"": ""IPC"", ""section"": ""364A"", ""description"": ""Kidnapping for ransom""}, {""act"": ""BNS"", ""section"": ""140"", ""description"": ""Kidnapping or abduction for ransom""}]",WALK_IN,USER-00236,USER-00236,2025-04-30T20:53:35.155446,2026-08-31T18:53:35.155466
CASE-000100,FIR/2026/PS-LKO-001/00100,STATION-PS-LKO-001,Hazratganj Police Station,OFFICER-00030,Yogesh Mishra,BADGE-LUC-1030,COGNIZABLE,ROBBERY,MEDIUM,COURT_PROCEEDINGS,2025-07-23T07:53:35.155489,2025-07-21T08:53:35.155489,"{""address"": ""Near Landmark 53, Hazratganj, Lucknow"", ""latitude"": 26.866009324605688, ""longitude"": 80.93537430516942, ""district"": ""Lucknow"", ""state"": ""Uttar Pradesh""}",Incident of robbery reported near Lucknow.,Detailed police incident report regarding ROBBERY under jurisdiction of Hazratganj Police Station. Investigation initiated by Officer Yogesh Mishra (BADGE-LUC-1030). Initial inspection conducted at incident location.,"[{""act"": ""IPC"", ""section"": ""392"", ""description"": ""Punishment for robbery""}, {""act"": ""IPC"", ""section"": ""395"", ""description"": ""Punishment for dacoity""}, {""act"": ""BNS"", ""section"": ""309"", ""description"": ""Robbery""}]",WALK_IN,USER-00003,USER-00003,2025-07-23T07:53:35.155489,2026-08-31T18:53:35.155510
CASE-000101,FIR/2025/PS-MUM-001/00101,STATION-PS-MUM-001,Colaba Police Station,OFFICER-00031,Uma Naidu,BADGE-MUM-1031,COGNIZABLE,KIDNAPPING,HIGH,CHARGE_SHEET_FILED,2025-05-24T22:53:35.155532,2025-05-24T15:53:35.155532,"{""address"": ""Near Landmark 12, Colaba, Mumbai City"", ""latitude"": 18.896180704412803, ""longitude"": 72.8441762083078, ""district"": ""Mumbai City"", ""state"": ""Maharashtra""}",Incident of kidnapping reported near Mumbai City.,Detailed police incident report regarding KIDNAPPING under jurisdiction of Colaba Police Station. Investigation initiated by Officer Uma Naidu (BADGE-MUM-1031). Initial inspection conducted at incident location.,"[{""act"": ""IPC"", ""section"": ""364"", ""description"": ""Kidnapping or abducting in order to murder""}, {""act"": ""IPC"", ""section"": ""364A"", ""description"": ""Kidnapping for ransom""}, {""act"": ""BNS"", ""section"": ""140"", ""description"": ""Kidnapping or abduction for ransom""}]",WALK_IN,USER-00240,USER-00240,2025-05-24T22:53:35.155532,2026-08-31T18:53:35.155552
CASE-000102,FIR/2024/PS-MUM-002/00102,STATION-PS-MUM-002,Bandra Police Station,OFFICER-00012,Pankaj Banerjee,BADGE-MUM-1012,NON_COGNIZABLE,ACCIDENT,MEDIUM,CLOSED_SOLVED,2026-07-03T18:53:35.155574,2026-07-03T16:53:35.155574,"{""address"": ""Near Landmark 38, Bandra West, Mumbai Suburban"", ""latitude"": 19.04914698533141, ""longitude"": 72.83278636137892, ""district"": ""Mumbai Suburban"", ""state"": ""Maharashtra""}",Incident of accident reported near Mumbai Suburban.,Detailed police incident report regarding ACCIDENT under jurisdiction of Bandra Police Station. Investigation initiated by Officer Pankaj Banerjee (BADGE-MUM-1012). Initial inspection conducted at incident location.,"[{""act"": ""IPC"", ""section"": ""279"", ""description"": ""Rash driving or riding on a public way""}, {""act"": ""IPC"", ""section"": ""304A"", ""description"": ""Causing death by negligence""}, {""act"": ""Motor Vehicles Act"", ""section"": ""184"", ""description"": ""Dangerous driving""}]",WALK_IN,USER-00224,USER-00224,2026-07-03T18:53:35.155574,2026-08-31T18:53:35.155599
CASE-000103,FIR/2024/PS-PUN-001/00103,STATION-PS-PUN-001,Shivajinagar Police Station,OFFICER-00043,Chandan Chatterjee,BADGE-PUN-1043,NON_COGNIZABLE,DRUG_OFFENCE,LOW,CHARGE_SHEET_FILED,2026-03-24T22:53:35.155621,2026-03-23T10:53:35.155621,"{""address"": ""Near Landmark 20, Shivajinagar, Pune"", ""latitude"": 18.53905489380431, ""longitude"": 73.83631396290039, ""district"": ""Pune"", ""state"": ""Maharashtra""}",Incident of drug offence reported near Pune.,Detailed police incident report regarding DRUG_OFFENCE under jurisdiction of Shivajinagar Police Station. Investigation initiated by Officer Chandan Chatterjee (BADGE-PUN-1043). Initial inspection conducted at incident location.,"[{""act"": ""NDPS Act"", ""section"": ""20"", ""description"": ""Punishment for contravention in relation to cannabis""}, {""act"": ""NDPS Act"", ""section"": ""21"", ""description"": ""Punishment for contravention in relation to manufactured drugs""}]",WALK_IN,USER-00026,USER-00026,2026-03-24T22:53:35.155621,2026-08-31T18:53:35.155642
CASE-000104,FIR/2026/PS-DEL-001/00104,STATION-PS-DEL-001,Connaught Place Police Station,OFFICER-00044,Jitendra Mishra,BADGE-CEN-1044,NON_COGNIZABLE,ASSAULT,LOW,UNDER_INVESTIGATION,2026-07-11T02:53:35.155663,2026-07-09T11:53:35.155663,"{""address"": ""Near Landmark 47, Connaught Place, Central Delhi"", ""latitude"": 28.62854837388699, ""longitude"": 77.21700591044622, ""district"": ""Central Delhi"", ""state"": ""Delhi""}",Incident of assault reported near Central Delhi.,Detailed police incident report regarding ASSAULT under jurisdiction of Connaught Place Police Station. Investigation initiated by Officer Jitendra Mishra (BADGE-CEN-1044). Initial inspection conducted at incident location.,"[{""act"": ""IPC"", ""section"": ""323"", ""description"": ""Punishment for voluntarily causing hurt""}, {""act"": ""IPC"", ""section"": ""325"", ""description"": ""Punishment for voluntarily causing grievous hurt""}, {""act"": ""BNS"", ""section"": ""115"", ""description"": ""Voluntarily causing hurt""}]",WALK_IN,USER-00010,USER-00010,2026-07-11T02:53:35.155663,2026-08-31T18:53:35.155682
CASE-000105,FIR/2025/PS-DEL-002/00105,STATION-PS-DEL-002,Hauz Khas Police Station,OFFICER-00005,Vivek Chatterjee,BADGE-SOU-1005,NON_COGNIZABLE,THEFT,CRITICAL,UNDER_INVESTIGATION,2025-11-05T18:53:35.155703,2025-11-05T08:53:35.155703,"{""address"": ""Near Landmark 60, Hauz Khas, South Delhi"", ""latitude"": 28.530847228253936, ""longitude"": 77.18907329113749, ""district"": ""South Delhi"", ""state"": ""Delhi""}",Incident of theft reported near South Delhi.,Detailed police incident report regarding THEFT under jurisdiction of Hauz Khas Police Station. Investigation initiated by Officer Vivek Chatterjee (BADGE-SOU-1005). Initial inspection conducted at incident location.,"[{""act"": ""IPC"", ""section"": ""378"", ""description"": ""Theft""}, {""act"": ""IPC"", ""section"": ""379"", ""description"": ""Punishment for theft""}, {""act"": ""IPC"", ""section"": ""380"", ""description"": ""Theft in dwelling house""}, {""act"": ""BNS"", ""section"": ""303"", ""description"": ""Theft and aggravated theft""}]",WALK_IN,USER-00044,USER-00044,2025-11-05T18:53:35.155703,2026-08-31T18:53:35.155722
CASE-000106,FIR/2026/PS-BLR-001/00106,STATION-PS-BLR-001,Koramangala Police Station,OFFICER-00036,Tarun Shetty,BADGE-BAN-1036,COGNIZABLE,KIDNAPPING,LOW,UNDER_INVESTIGATION,2025-09-23T05:53:35.155743,2025-09-22T12:53:35.155743,"{""address"": ""Near Landmark 24, Koramangala 1st to 8th Blocks, Bangalore Urban"", ""latitude"": 12.93379153609563, ""longitude"": 77.63822113176026, ""district"": ""Bangalore Urban"", ""state"": ""Karnataka""}",Incident of kidnapping reported near Bangalore Urban.,Detailed police incident report regarding KIDNAPPING under jurisdiction of Koramangala Police Station. Investigation initiated by Officer Tarun Shetty (BADGE-BAN-1036). Initial inspection conducted at incident location.,"[{""act"": ""IPC"", ""section"": ""364"", ""description"": ""Kidnapping or abducting in order to murder""}, {""act"": ""IPC"", ""section"": ""364A"", ""description"": ""Kidnapping for ransom""}, {""act"": ""BNS"", ""section"": ""140"", ""description"": ""Kidnapping or abduction for ransom""}]",WALK_IN,USER-00201,USER-00201,2025-09-23T05:53:35.155743,2026-08-31T18:53:35.155768
CASE-000107,FIR/2024/PS-BLR-002/00107,STATION-PS-BLR-002,Indiranagar Police Station,OFFICER-00007,Ravi Singh,BADGE-BAN-1007,NON_COGNIZABLE,THEFT,LOW,UNDER_INVESTIGATION,2026-03-04T16:53:35.155816,2026-03-03T12:53:35.155816,"{""address"": ""Near Landmark 16, Indiranagar 1st and 2nd Stages, Bangalore Urban"", ""latitude"": 12.990830533467467, ""longitude"": 77.65817142073341, ""district"": ""Bangalore Urban"", ""state"": ""Karnataka""}",Incident of theft reported near Bangalore Urban.,Detailed police incident report regarding THEFT under jurisdiction of Indiranagar Police Station. Investigation initiated by Officer Ravi Singh (BADGE-BAN-1007). Initial inspection conducted at incident location.,"[{""act"": ""IPC"", ""section"": ""378"", ""description"": ""Theft""}, {""act"": ""IPC"", ""section"": ""379"", ""description"": ""Punishment for theft""}, {""act"": ""IPC"", ""section"": ""380"", ""description"": ""Theft in dwelling house""}, {""act"": ""BNS"", ""section"": ""303"", ""description"": ""Theft and aggravated theft""}]",WALK_IN,USER-00238,USER-00238,2026-03-04T16:53:35.155816,2026-08-31T18:53:35.155841
CASE-000108,FIR/2026/PS-CHE-001/00108,STATION-PS-CHE-001,T. Nagar Police Station,OFFICER-00048,Aarti Malik,BADGE-CHE-1048,NON_COGNIZABLE,DRUG_OFFENCE,MEDIUM,COURT_PROCEEDINGS,2026-04-13T11:53:35.155864,2026-04-12T10:53:35.155864,"{""address"": ""Near Landmark 12, T. Nagar, Chennai"", ""latitude"": 13.022150581129642, ""longitude"": 80.24646477095354, ""district"": ""Chennai"", ""state"": ""Tamil Nadu""}",Incident of drug offence reported near Chennai.,Detailed police incident report regarding DRUG_OFFENCE under jurisdiction of T. Nagar Police Station. Investigation initiated by Officer Aarti Malik (BADGE-CHE-1048). Initial inspection conducted at incident location.,"[{""act"": ""NDPS Act"", ""section"": ""20"", ""description"": ""Punishment for contravention in relation to cannabis""}, {""act"": ""NDPS Act"", ""section"": ""21"", ""description"": ""Punishment for contravention in relation to manufactured drugs""}]",WALK_IN,USER-00205,USER-00205,2026-04-13T11:53:35.155864,2026-08-31T18:53:35.155889
CASE-000109,FIR/2026/PS-CHE-002/00109,STATION-PS-CHE-002,Mylapore Police Station,OFFICER-00039,Deepa Saxena,BADGE-CHE-1039,NON_COGNIZABLE,OTHERS,MEDIUM,UNDER_INVESTIGATION,2025-10-14T06:53:35.155910,2025-10-13T16:53:35.155910,"{""address"": ""Near Landmark 93, Mylapore, Chennai"", ""latitude"": 13.029305168929403, ""longitude"": 80.25062109514982, ""district"": ""Chennai"", ""state"": ""Tamil Nadu""}",Incident of others reported near Chennai.,Detailed police incident report regarding OTHERS under jurisdiction of Mylapore Police Station. Investigation initiated by Officer Deepa Saxena (BADGE-CHE-1039). Initial inspection conducted at incident location.,"[{""act"": ""IPC"", ""section"": ""506"", ""description"": ""Punishment for criminal intimidation""}]",WALK_IN,USER-00247,USER-00247,2025-10-14T06:53:35.155910,2026-08-31T18:53:35.155931
CASE-000110,FIR/2026/PS-LKO-001/00110,STATION-PS-LKO-001,Hazratganj Police Station,OFFICER-00030,Yogesh Mishra,BADGE-LUC-1030,NON_COGNIZABLE,FINANCIAL_CRIME,HIGH,CHARGE_SHEET_FILED,2025-06-21T11:53:35.155954,2025-06-19T16:53:35.155954,"{""address"": ""Near Landmark 94, Hazratganj, Lucknow"", ""latitude"": 26.847361493645373, ""longitude"": 80.93018363557785, ""district"": ""Lucknow"", ""state"": ""Uttar Pradesh""}",Incident of financial crime reported near Lucknow.,Detailed police incident report regarding FINANCIAL_CRIME under jurisdiction of Hazratganj Police Station. Investigation initiated by Officer Yogesh Mishra (BADGE-LUC-1030). Initial inspection conducted at incident location.,"[{""act"": ""PMLA"", ""section"": ""3"", ""description"": ""Offence of money-laundering""}, {""act"": ""IPC"", ""section"": ""409"", ""description"": ""Criminal breach of trust by public servant, banker, merchant or agent""}]",WALK_IN,USER-00011,USER-00011,2025-06-21T11:53:35.155954,2026-08-31T18:53:35.155974
CASE-000111,FIR/2024/PS-MUM-001/00111,STATION-PS-MUM-001,Colaba Police Station,OFFICER-00001,Sanjay Bhatt,BADGE-MUM-1001,NON_COGNIZABLE,DRUG_OFFENCE,HIGH,REGISTERED,2026-08-05T18:53:35.155996,2026-08-05T12:53:35.155996,"{""address"": ""Near Landmark 74, Colaba, Mumbai City"", ""latitude"": 18.91911159977372, ""longitude"": 72.80878946271972, ""district"": ""Mumbai City"", ""state"": ""Maharashtra""}",Incident of drug offence reported near Mumbai City.,Detailed police incident report regarding DRUG_OFFENCE under jurisdiction of Colaba Police Station. Investigation initiated by Officer Sanjay Bhatt (BADGE-MUM-1001). Initial inspection conducted at incident location.,"[{""act"": ""NDPS Act"", ""section"": ""20"", ""description"": ""Punishment for contravention in relation to cannabis""}, {""act"": ""NDPS Act"", ""section"": ""21"", ""description"": ""Punishment for contravention in relation to manufactured drugs""}]",WALK_IN,USER-00034,USER-00034,2026-08-05T18:53:35.155996,2026-08-31T18:53:35.156019
CASE-000112,FIR/2024/PS-MUM-002/00112,STATION-PS-MUM-002,Bandra Police Station,OFFICER-00002,Jitendra Tripathi,BADGE-MUM-1002,NON_COGNIZABLE,ASSAULT,HIGH,COURT_PROCEEDINGS,2025-09-05T07:53:35.156041,2025-09-04T09:53:35.156041,"{""address"": ""Near Landmark 89, Bandra West, Mumbai Suburban"", ""latitude"": 19.06626198183887, ""longitude"": 72.83782263942554, ""district"": ""Mumbai Suburban"", ""state"": ""Maharashtra""}",Incident of assault reported near Mumbai Suburban.,Detailed police incident report regarding ASSAULT under jurisdiction of Bandra Police Station. Investigation initiated by Officer Jitendra Tripathi (BADGE-MUM-1002). Initial inspection conducted at incident location.,"[{""act"": ""IPC"", ""section"": ""323"", ""description"": ""Punishment for voluntarily causing hurt""}, {""act"": ""IPC"", ""section"": ""325"", ""description"": ""Punishment for voluntarily causing grievous hurt""}, {""act"": ""BNS"", ""section"": ""115"", ""description"": ""Voluntarily causing hurt""}]",WALK_IN,USER-00231,USER-00231,2025-09-05T07:53:35.156041,2026-08-31T18:53:35.156061
CASE-000113,FIR/2024/PS-PUN-001/00113,STATION-PS-PUN-001,Shivajinagar Police Station,OFFICER-00043,Chandan Chatterjee,BADGE-PUN-1043,COGNIZABLE,MURDER,LOW,REGISTERED,2025-05-14T22:53:35.156083,2025-05-13T11:53:35.156083,"{""address"": ""Near Landmark 76, Shivajinagar, Pune"", ""latitude"": 18.538217744518903, ""longitude"": 73.86324995053461, ""district"": ""Pune"", ""state"": ""Maharashtra""}",Incident of murder reported near Pune.,Detailed police incident report regarding MURDER under jurisdiction of Shivajinagar Police Station. Investigation initiated by Officer Chandan Chatterjee (BADGE-PUN-1043). Initial inspection conducted at incident location.,"[{""act"": ""IPC"", ""section"": ""302"", ""description"": ""Punishment for murder""}, {""act"": ""IPC"", ""section"": ""307"", ""description"": ""Attempt to murder""}, {""act"": ""BNS"", ""section"": ""103"", ""description"": ""Punishment for murder""}]",WALK_IN,USER-00049,USER-00049,2025-05-14T22:53:35.156083,2026-08-31T18:53:35.156116
CASE-000114,FIR/2025/PS-DEL-001/00114,STATION-PS-DEL-001,Connaught Place Police Station,OFFICER-00044,Jitendra Mishra,BADGE-CEN-1044,NON_COGNIZABLE,FRAUD,MEDIUM,UNDER_INVESTIGATION,2026-07-09T05:53:35.156139,2026-07-07T08:53:35.156139,"{""address"": ""Near Landmark 24, Connaught Place, Central Delhi"", ""latitude"": 28.62523854158409, ""longitude"": 77.21605267546813, ""district"": ""Central Delhi"", ""state"": ""Delhi""}",Incident of fraud reported near Central Delhi.,Detailed police incident report regarding FRAUD under jurisdiction of Connaught Place Police Station. Investigation initiated by Officer Jitendra Mishra (BADGE-CEN-1044). Initial inspection conducted at incident location.,"[{""act"": ""IPC"", ""section"": ""420"", ""description"": ""Cheating and dishonestly inducing delivery of property""}, {""act"": ""IPC"", ""section"": ""406"", ""description"": ""Punishment for criminal breach of trust""}, {""act"": ""IPC"", ""section"": ""468"", ""description"": ""Forgery for purpose of cheating""}]",WALK_IN,USER-00237,USER-00237,2026-07-09T05:53:35.156139,2026-08-31T18:53:35.156158
CASE-000115,FIR/2024/PS-DEL-002/00115,STATION-PS-DEL-002,Hauz Khas Police Station,OFFICER-00035,Suresh Mukherjee,BADGE-SOU-1035,COGNIZABLE,MURDER,HIGH,CLOSED_SOLVED,2025-11-22T00:53:35.156179,2025-11-21T17:53:35.156179,"{""address"": ""Near Landmark 70, Hauz Khas, South Delhi"", ""latitude"": 28.5680376911724, ""longitude"": 77.21343316774927, ""district"": ""South Delhi"", ""state"": ""Delhi""}",Incident of murder reported near South Delhi.,Detailed police incident report regarding MURDER under jurisdiction of Hauz Khas Police Station. Investigation initiated by Officer Suresh Mukherjee (BADGE-SOU-1035). Initial inspection conducted at incident location.,"[{""act"": ""IPC"", ""section"": ""302"", ""description"": ""Punishment for murder""}, {""act"": ""IPC"", ""section"": ""307"", ""description"": ""Attempt to murder""}, {""act"": ""BNS"", ""section"": ""103"", ""description"": ""Punishment for murder""}]",WALK_IN,USER-00008,USER-00008,2025-11-22T00:53:35.156179,2026-08-31T18:53:35.156198
CASE-000116,FIR/2026/PS-BLR-001/00116,STATION-PS-BLR-001,Koramangala Police Station,OFFICER-00026,Vandana Chauhan,BADGE-BAN-1026,NON_COGNIZABLE,ACCIDENT,MEDIUM,UNDER_INVESTIGATION,2025-09-09T02:53:35.156219,2025-09-08T17:53:35.156219,"{""address"": ""Near Landmark 35, Koramangala 1st to 8th Blocks, Bangalore Urban"", ""latitude"": 12.940310300227837, ""longitude"": 77.62598797220218, ""district"": ""Bangalore Urban"", ""state"": ""Karnataka""}",Incident of accident reported near Bangalore Urban.,Detailed police incident report regarding ACCIDENT under jurisdiction of Koramangala Police Station. Investigation initiated by Officer Vandana Chauhan (BADGE-BAN-1026). Initial inspection conducted at incident location.,"[{""act"": ""IPC"", ""section"": ""279"", ""description"": ""Rash driving or riding on a public way""}, {""act"": ""IPC"", ""section"": ""304A"", ""description"": ""Causing death by negligence""}, {""act"": ""Motor Vehicles Act"", ""section"": ""184"", ""description"": ""Dangerous driving""}]",WALK_IN,USER-00219,USER-00219,2025-09-09T02:53:35.156219,2026-08-31T18:53:35.156238
CASE-000117,FIR/2024/PS-BLR-002/00117,STATION-PS-BLR-002,Indiranagar Police Station,OFFICER-00027,Tarun Pandey,BADGE-BAN-1027,COGNIZABLE,MURDER,LOW,UNDER_INVESTIGATION,2025-05-29T17:53:35.156259,2025-05-27T17:53:35.156259,"{""address"": ""Near Landmark 77, Indiranagar 1st and 2nd Stages, Bangalore Urban"", ""latitude"": 12.95906197605481, ""longitude"": 77.63396616988352, ""district"": ""Bangalore Urban"", ""state"": ""Karnataka""}",Incident of murder reported near Bangalore Urban.,Detailed police incident report regarding MURDER under jurisdiction of Indiranagar Police Station. Investigation initiated by Officer Tarun Pandey (BADGE-BAN-1027). Initial inspection conducted at incident location.,"[{""act"": ""IPC"", ""section"": ""302"", ""description"": ""Punishment for murder""}, {""act"": ""IPC"", ""section"": ""307"", ""description"": ""Attempt to murder""}, {""act"": ""BNS"", ""section"": ""103"", ""description"": ""Punishment for murder""}]",WALK_IN,USER-00221,USER-00221,2025-05-29T17:53:35.156259,2026-08-31T18:53:35.156278
CASE-000118,FIR/2024/PS-CHE-001/00118,STATION-PS-CHE-001,T. Nagar Police Station,OFFICER-00008,Ajay Bhatt,BADGE-CHE-1008,NON_COGNIZABLE,THEFT,HIGH,CHARGE_SHEET_FILED,2026-04-28T04:53:35.156299,2026-04-26T17:53:35.156299,"{""address"": ""Near Landmark 81, T. Nagar, Chennai"", ""latitude"": 13.049177992848739, ""longitude"": 80.24497937725853, ""district"": ""Chennai"", ""state"": ""Tamil Nadu""}",Incident of theft reported near Chennai.,Detailed police incident report regarding THEFT under jurisdiction of T. Nagar Police Station. Investigation initiated by Officer Ajay Bhatt (BADGE-CHE-1008). Initial inspection conducted at incident location.,"[{""act"": ""IPC"", ""section"": ""378"", ""description"": ""Theft""}, {""act"": ""IPC"", ""section"": ""379"", ""description"": ""Punishment for theft""}, {""act"": ""IPC"", ""section"": ""380"", ""description"": ""Theft in dwelling house""}, {""act"": ""BNS"", ""section"": ""303"", ""description"": ""Theft and aggravated theft""}]",WALK_IN,USER-00050,USER-00050,2026-04-28T04:53:35.156299,2026-08-31T18:53:35.156318
CASE-000119,FIR/2025/PS-CHE-002/00119,STATION-PS-CHE-002,Mylapore Police Station,OFFICER-00029,Vidya Dubey,BADGE-CHE-1029,NON_COGNIZABLE,CYBER_CRIME,LOW,CLOSED_UNSOLVED,2025-05-18T20:53:35.156339,2025-05-18T16:53:35.156339,"{""address"": ""Near Landmark 21, Mylapore, Chennai"", ""latitude"": 13.034637086335135, ""longitude"": 80.2840432696991, ""district"": ""Chennai"", ""state"": ""Tamil Nadu""}",Incident of cyber crime reported near Chennai.,Detailed police incident report regarding CYBER_CRIME under jurisdiction of Mylapore Police Station. Investigation initiated by Officer Vidya Dubey (BADGE-CHE-1029). Initial inspection conducted at incident location.,"[{""act"": ""IT Act"", ""section"": ""66C"", ""description"": ""Punishment for identity theft""}, {""act"": ""IT Act"", ""section"": ""66D"", ""description"": ""Punishment for cheating by personation using computer resource""}, {""act"": ""IPC"", ""section"": ""420"", ""description"": ""Cheating and dishonestly inducing delivery of property""}]",WALK_IN,USER-00221,USER-00221,2025-05-18T20:53:35.156339,2026-08-31T18:53:35.156366
CASE-000120,FIR/2024/PS-LKO-001/00120,STATION-PS-LKO-001,Hazratganj Police Station,OFFICER-00050,Seema Naidu,BADGE-LUC-1050,COGNIZABLE,KIDNAPPING,CRITICAL,UNDER_INVESTIGATION,2025-06-03T23:53:35.156390,2025-06-03T10:53:35.156390,"{""address"": ""Near Landmark 78, Hazratganj, Lucknow"", ""latitude"": 26.847765025677887, ""longitude"": 80.94446615301393, ""district"": ""Lucknow"", ""state"": ""Uttar Pradesh""}",Incident of kidnapping reported near Lucknow.,Detailed police incident report regarding KIDNAPPING under jurisdiction of Hazratganj Police Station. Investigation initiated by Officer Seema Naidu (BADGE-LUC-1050). Initial inspection conducted at incident location.,"[{""act"": ""IPC"", ""section"": ""364"", ""description"": ""Kidnapping or abducting in order to murder""}, {""act"": ""IPC"", ""section"": ""364A"", ""description"": ""Kidnapping for ransom""}, {""act"": ""BNS"", ""section"": ""140"", ""description"": ""Kidnapping or abduction for ransom""}]",WALK_IN,USER-00230,USER-00230,2025-06-03T23:53:35.156390,2026-08-31T18:53:35.156429
CASE-000121,FIR/2026/PS-MUM-001/00121,STATION-PS-MUM-001,Colaba Police Station,OFFICER-00011,Nikhil Patil,BADGE-MUM-1011,NON_COGNIZABLE,THEFT,MEDIUM,UNDER_INVESTIGATION,2026-07-13T18:53:35.156456,2026-07-13T15:53:35.156456,"{""address"": ""Near Landmark 68, Colaba, Mumbai City"", ""latitude"": 18.90241177168082, ""longitude"": 72.83076775658935, ""district"": ""Mumbai City"", ""state"": ""Maharashtra""}",Incident of theft reported near Mumbai City.,Detailed police incident report regarding THEFT under jurisdiction of Colaba Police Station. Investigation initiated by Officer Nikhil Patil (BADGE-MUM-1011). Initial inspection conducted at incident location.,"[{""act"": ""IPC"", ""section"": ""378"", ""description"": ""Theft""}, {""act"": ""IPC"", ""section"": ""379"", ""description"": ""Punishment for theft""}, {""act"": ""IPC"", ""section"": ""380"", ""description"": ""Theft in dwelling house""}, {""act"": ""BNS"", ""section"": ""303"", ""description"": ""Theft and aggravated theft""}]",WALK_IN,USER-00242,USER-00242,2026-07-13T18:53:35.156456,2026-08-31T18:53:35.156480
CASE-000122,FIR/2026/PS-MUM-002/00122,STATION-PS-MUM-002,Bandra Police Station,OFFICER-00042,Radha Patil,BADGE-MUM-1042,NON_COGNIZABLE,DRUG_OFFENCE,MEDIUM,UNDER_INVESTIGATION,2026-07-13T10:53:35.156503,2026-07-11T15:53:35.156503,"{""address"": ""Near Landmark 91, Bandra West, Mumbai Suburban"", ""latitude"": 19.0443846859247, ""longitude"": 72.83048668262091, ""district"": ""Mumbai Suburban"", ""state"": ""Maharashtra""}",Incident of drug offence reported near Mumbai Suburban.,Detailed police incident report regarding DRUG_OFFENCE under jurisdiction of Bandra Police Station. Investigation initiated by Officer Radha Patil (BADGE-MUM-1042). Initial inspection conducted at incident location.,"[{""act"": ""NDPS Act"", ""section"": ""20"", ""description"": ""Punishment for contravention in relation to cannabis""}, {""act"": ""NDPS Act"", ""section"": ""21"", ""description"": ""Punishment for contravention in relation to manufactured drugs""}]",WALK_IN,USER-00206,USER-00206,2026-07-13T10:53:35.156503,2026-08-31T18:53:35.156525
CASE-000123,FIR/2024/PS-PUN-001/00123,STATION-PS-PUN-001,Shivajinagar Police Station,OFFICER-00023,Yashoda Das,BADGE-PUN-1023,NON_COGNIZABLE,FRAUD,MEDIUM,REGISTERED,2026-04-10T08:53:35.156548,2026-04-08T17:53:35.156548,"{""address"": ""Near Landmark 45, Shivajinagar, Pune"", ""latitude"": 18.53140289900591, ""longitude"": 73.85589193669604, ""district"": ""Pune"", ""state"": ""Maharashtra""}",Incident of fraud reported near Pune.,Detailed police incident report regarding FRAUD under jurisdiction of Shivajinagar Police Station. Investigation initiated by Officer Yashoda Das (BADGE-PUN-1023). Initial inspection conducted at incident location.,"[{""act"": ""IPC"", ""section"": ""420"", ""description"": ""Cheating and dishonestly inducing delivery of property""}, {""act"": ""IPC"", ""section"": ""406"", ""description"": ""Punishment for criminal breach of trust""}, {""act"": ""IPC"", ""section"": ""468"", ""description"": ""Forgery for purpose of cheating""}]",WALK_IN,USER-00043,USER-00043,2026-04-10T08:53:35.156548,2026-08-31T18:53:35.156569
CASE-000124,FIR/2026/PS-DEL-001/00124,STATION-PS-DEL-001,Connaught Place Police Station,OFFICER-00044,Jitendra Mishra,BADGE-CEN-1044,COGNIZABLE,ROBBERY,MEDIUM,UNDER_INVESTIGATION,2026-07-26T13:53:35.156591,2026-07-24T17:53:35.156591,"{""address"": ""Near Landmark 18, Connaught Place, Central Delhi"", ""latitude"": 28.614734934474093, ""longitude"": 77.20328798100874, ""district"": ""Central Delhi"", ""state"": ""Delhi""}",Incident of robbery reported near Central Delhi.,Detailed police incident report regarding ROBBERY under jurisdiction of Connaught Place Police Station. Investigation initiated by Officer Jitendra Mishra (BADGE-CEN-1044). Initial inspection conducted at incident location.,"[{""act"": ""IPC"", ""section"": ""392"", ""description"": ""Punishment for robbery""}, {""act"": ""IPC"", ""section"": ""395"", ""description"": ""Punishment for dacoity""}, {""act"": ""BNS"", ""section"": ""309"", ""description"": ""Robbery""}]",WALK_IN,USER-00243,USER-00243,2026-07-26T13:53:35.156591,2026-08-31T18:53:35.156610
