attachment_id,case_id,document_id,file_name,file_type,file_extension,file_size_bytes,storage_backend,storage_location,checksum_sha256,created_at
ATT-002981,CASE-000181,DOC-002981,ATTACH_CASE-000181_2981.png,image/png,png,3752385,LOCAL,sample_data/attachments/CASE-000181/ATTACH_CASE-000181_2981.png,fd6226c74ddcd3e2f0e41131fe7d815c66d7d74bfd723f66b5e9823a0d0aceb3,2026-06-29T20:53:35.159102
ATT-002982,CASE-000182,DOC-002982,ATTACH_CASE-000182_2982.jpg,image/jpeg,jpg,986750,LOCAL,sample_data/attachments/CASE-000182/ATTACH_CASE-000182_2982.jpg,8c9f79b8dc138bed9ec4a93db97d01ddefe9018f8b4155b60b55600b5c6dd209,2026-03-14T08:53:35.159275
ATT-002983,CASE-000183,DOC-002983,ATTACH_CASE-000183_2983.mp3,audio/mpeg,mp3,911910,LOCAL,sample_data/attachments/CASE-000183/ATTACH_CASE-000183_2983.mp3,c376a5190e3b4e8623f0cee4426a3138a7f7f14ddb9c91f7f3055c7570a0b002,2026-04-22T21:53:35.159382
ATT-002984,CASE-000184,DOC-002984,ATTACH_CASE-000184_2984.jpg,image/jpeg,jpg,111850,LOCAL,sample_data/attachments/CASE-000184/ATTACH_CASE-000184_2984.jpg,5a452b935eac26d1e710905f986421f10c2fb7fe0964b0e99bc1213627b3ddc9,2025-05-26T18:53:35.159449
ATT-002985,CASE-000185,DOC-002985,ATTACH_CASE-000185_2985.png,image/png,png,4682911,LOCAL,sample_data/attachments/CASE-000185/ATTACH_CASE-000185_2985.png,0fea4802815c0d900ae9ef94fa0cc7c4f7299d12712fb527ac3a22fe928c311a,2025-04-23T03:53:35.159508
ATT-002986,CASE-000186,DOC-002986,ATTACH_CASE-000186_2986.jpg,image/jpeg,jpg,1224516,LOCAL,sample_data/attachments/CASE-000186/ATTACH_CASE-000186_2986.jpg,8c801805373da05eda44dc4dd2b94b24d553e61f195f58adec46b12fee408ffc,2026-01-16T02:53:35.159561
ATT-002987,CASE-000187,DOC-002987,ATTACH_CASE-000187_2987.mp4,video/mp4,mp4,3534914,LOCAL,sample_data/attachments/CASE-000187/ATTACH_CASE-000187_2987.mp4,ea56c6d50c95fc5174a7cf677ab08012bb8fd8365dec2d6caf8791c35e069f79,2025-04-29T11:53:35.159664
ATT-002988,CASE-000188,DOC-002988,ATTACH_CASE-000188_2988.jpg,image/jpeg,jpg,466358,LOCAL,sample_data/attachments/CASE-000188/ATTACH_CASE-000188_2988.jpg,ac3e6ec3ff99364b19fe12f8faa4b08bf537607c8c287db00945ba3796d044da,2025-05-11T20:53:35.159746
ATT-002989,CASE-000189,DOC-002989,ATTACH_CASE-000189_2989.jpg,image/jpeg,jpg,196898,LOCAL,sample_data/attachments/CASE-000189/ATTACH_CASE-000189_2989.jpg,10233779646b778978fcf9764229869ee730db9bad72359fc4173e839e982ea8,2026-01-07T01:53:35.159786
ATT-002990,CASE-000190,DOC-002990,ATTACH_CASE-000190_2990.jpg,image/jpeg,jpg,886042,LOCAL,sample_data/attachments/CASE-000190/ATTACH_CASE-000190_2990.jpg,5ac48c10d66a9565764e7765e2e6d2de43258f433b0b23e3af0e0d08d5eb4291,2026-02-09T11:53:35.159818
ATT-002991,CASE-000191,DOC-002991,ATTACH_CASE-000191_2991.mp4,video/mp4,mp4,1677222,LOCAL,sample_data/attachments/CASE-000191/ATTACH_CASE-000191_2991.mp4,6ceb655412509fec3ef6ab84ef959aeba2cefb7edbaaa861f2fba36030c5e0f1,2026-07-19T12:53:35.159846
ATT-002992,CASE-000192,DOC-002992,ATTACH_CASE-000192_2992.mp3,audio/mpeg,mp3,3078171,LOCAL,sample_data/attachments/CASE-000192/ATTACH_CASE-000192_2992.mp3,0242f7e201c73bf26d3db9dcf0396578db537a1f6e993236a8f5611aae7d3c8b,2025-08-01T01:53:35.159874
ATT-002993,CASE-000193,DOC-002993,ATTACH_CASE-000193_2993.mp4,video/mp4,mp4,2949556,LOCAL,sample_data/attachments/CASE-000193/ATTACH_CASE-000193_2993.mp4,37818cf1b5970962f38362b242d6ca132602e64fb24623cba15377abaacdc30a,2025-08-24T08:53:35.159903
ATT-002994,CASE-000194,DOC-002994,ATTACH_CASE-000194_2994.pdf,application/pdf,pdf,1050178,LOCAL,sample_data/attachments/CASE-000194/ATTACH_CASE-000194_2994.pdf,842e34912be682414129f954b05f3bdde08d17cfe1b8cc77089905530a1fcb35,2025-11-24T18:53:35.159946
ATT-002995,CASE-000195,DOC-002995,ATTACH_CASE-000195_2995.mp4,video/mp4,mp4,4535461,LOCAL,sample_data/attachments/CASE-000195/ATTACH_CASE-000195_2995.mp4,a7dddd25f24c87e73e599e4373028f451e9ee8906060cee4a180b0b4b8fe216e,2025-12-12T05:53:35.159976
ATT-002996,CASE-000196,DOC-002996,ATTACH_CASE-000196_2996.pdf,application/pdf,pdf,4611477,LOCAL,sample_data/attachments/CASE-000196/ATTACH_CASE-000196_2996.pdf,3e8385dd2444581f21e38a48cad19d55b47049ebb806be5863650707e13cc167,2025-08-30T14:53:35.160003
ATT-002997,CASE-000197,DOC-002997,ATTACH_CASE-000197_2997.jpg,image/jpeg,jpg,201211,LOCAL,sample_data/attachments/CASE-000197/ATTACH_CASE-000197_2997.jpg,88f7108edbb2ea0dde6ed27434868b7aca90ef3837e1ab60a9dca2c25ddc2ac5,2025-11-03T09:53:35.160029
ATT-002998,CASE-000198,DOC-002998,ATTACH_CASE-000198_2998.jpg,image/jpeg,jpg,4242978,LOCAL,sample_data/attachments/CASE-000198/ATTACH_CASE-000198_2998.jpg,e33869536d56b8a2288b4e59d1938a14da99d257becace437e83e05a253a7ee9,2025-04-20T13:53:35.160061
ATT-002999,CASE-000199,DOC-002999,ATTACH_CASE-000199_2999.mp3,audio/mpeg,mp3,1145107,LOCAL,sample_data/attachments/CASE-000199/ATTACH_CASE-000199_2999.mp3,c7e282addd03ab86d9bd81d42d8689c18e3866ea41f119cc384c2f9ea2bd582e,2026-01-02T21:53:35.160088
ATT-003000,CASE-000200,DOC-003000,ATTACH_CASE-000200_3000.mp3,audio/mpeg,mp3,4427543,LOCAL,sample_data/attachments/CASE-000200/ATTACH_CASE-000200_3000.mp3,b2bd5e932cce65383825dfd09d49cfb0dc5210b5d7bb46186df61b2ec74fa7ed,2025-12-01T23:53:35.160117
ATT-003001,CASE-000001,DOC-003001,ATTACH_CASE-000001_3001.png,image/png,png,656473,LOCAL,sample_data/attachments/CASE-000001/ATTACH_CASE-000001_3001.png,329d39bae2eca11439daf6d2723c38b2c1872672cc176a6c0dfd0f8c7b3cbd6a,2025-06-18T08:53:35.150719
ATT-003002,CASE-000002,DOC-003002,ATTACH_CASE-000002_3002.mp4,video/mp4,mp4,3247182,LOCAL,sample_data/attachments/CASE-000002/ATTACH_CASE-000002_3002.mp4,21ee712594a5a93454f39096068b70e31ed64f7ecca098f9343ce26ec689da86,2026-07-24T20:53:35.150816
ATT-003003,CASE-000003,DOC-003003,ATTACH_CASE-000003_3003.mp4,video/mp4,mp4,4024724,LOCAL,sample_data/attachments/CASE-000003/ATTACH_CASE-000003_3003.mp4,e2000f22414aaa7a2fdd3e606914bd92bff6751492a013177891f2483b9c49cf,2026-08-13T01:53:35.150882
ATT-003004,CASE-000004,DOC-003004,ATTACH_CASE-000004_3004.mp4,video/mp4,mp4,1295816,LOCAL,sample_data/attachments/CASE-000004/ATTACH_CASE-000004_3004.mp4,b76ea36228f2be701444f69dbcf6845f43fd57ada784d2526aa1c89a89cc6b97,2025-07-01T12:53:35.150934
ATT-003005,CASE-000005,DOC-003005,ATTACH_CASE-000005_3005.png,image/png,png,3691350,LOCAL,sample_data/attachments/CASE-000005/ATTACH_CASE-000005_3005.png,db1fa0e2ea5d021f08e9a53f7fd0e222ff1b9962ed670d0f0cfc1d638bf4bbf0,2025-06-07T04:53:35.150994
ATT-003006,CASE-000006,DOC-003006,ATTACH_CASE-000006_3006.jpg,image/jpeg,jpg,3831786,LOCAL,sample_data/attachments/CASE-000006/ATTACH_CASE-000006_3006.jpg,b1ec6fd992920ccde09d05ccc9b8bd5f19f6d88b7463e6281ea14daa87f02e56,2026-08-01T03:53:35.151044
ATT-003007,CASE-000007,DOC-003007,ATTACH_CASE-000007_3007.pdf,application/pdf,pdf,1352760,LOCAL,sample_data/attachments/CASE-000007/ATTACH_CASE-000007_3007.pdf,af63d3d76ed4404119441ae30f1a7e969234d1c8588ff6332f92adf53917ccdb,2025-08-28T06:53:35.151090
ATT-003008,CASE-000008,DOC-003008,ATTACH_CASE-000008_3008.pdf,application/pdf,pdf,1046567,LOCAL,sample_data/attachments/CASE-000008/ATTACH_CASE-000008_3008.pdf,4e97198b9fc9d130d44f5096dcb569bce74ef6b7fd890ec2773a5073b72b604f,2026-02-21T08:53:35.151135
ATT-003009,CASE-000009,DOC-003009,ATTACH_CASE-000009_3009.png,image/png,png,246788,LOCAL,sample_data/attachments/CASE-000009/ATTACH_CASE-000009_3009.png,4f07443c6957c108828140d82d3eb965a4295fac4c5c83c9e29ecf50b930181f,2025-05-17T10:53:35.151179
ATT-003010,CASE-000010,DOC-003010,ATTACH_CASE-000010_3010.jpg,image/jpeg,jpg,3140896,LOCAL,sample_data/attachments/CASE-000010/ATTACH_CASE-000010_3010.jpg,313d5ca2f23ccd81dae1ae582f98118391a4a62cb84e73f8334b7c16dd5884b4,2026-04-17T19:53:35.151230
ATT-003011,CASE-000011,DOC-003011,ATTACH_CASE-000011_3011.jpg,image/jpeg,jpg,3631243,LOCAL,sample_data/attachments/CASE-000011/ATTACH_CASE-000011_3011.jpg,ddbdc2ed4aa3ba75805c75787fa7f232dda6654d69133fc8671d10282293c945,2026-04-24T21:53:35.151282
ATT-003012,CASE-000012,DOC-003012,ATTACH_CASE-000012_3012.png,image/png,png,704534,LOCAL,sample_data/attachments/CASE-000012/ATTACH_CASE-000012_3012.png,6b442cea4fb96785f4180be653fe419a2beb5b0ba92832ab4c74b840ca8b3524,2025-06-03T21:53:35.151326
ATT-003013,CASE-000013,DOC-003013,ATTACH_CASE-000013_3013.jpg,image/jpeg,jpg,2693546,LOCAL,sample_data/attachments/CASE-000013/ATTACH_CASE-000013_3013.jpg,4c717c1a951d4b3c5a2352cb8a05eb189801e172a1613679eb26a50c66c671ce,2025-07-17T00:53:35.151371
ATT-003014,CASE-000014,DOC-003014,ATTACH_CASE-000014_3014.png,image/png,png,3583794,LOCAL,sample_data/attachments/CASE-000014/ATTACH_CASE-000014_3014.png,875c50f49758dfcd1ce7c788066406a47b939ac27b553fa9151580727440c4d5,2026-06-21T02:53:35.151414
ATT-003015,CASE-000015,DOC-003015,ATTACH_CASE-000015_3015.jpg,image/jpeg,jpg,548291,LOCAL,sample_data/attachments/CASE-000015/ATTACH_CASE-000015_3015.jpg,7c1f19abf03c54b52956d8dd657a3c9622b6420199c3feee33feaeedfc9b28b0,2025-06-11T05:53:35.151457
ATT-003016,CASE-000016,DOC-003016,ATTACH_CASE-000016_3016.pdf,application/pdf,pdf,4600990,LOCAL,sample_data/attachments/CASE-000016/ATTACH_CASE-000016_3016.pdf,f9b4d0b977dc82f4390f5c7bedfeea72ed348d8664825c0f8bbde7844f5126b8,2025-08-18T23:53:35.151502
ATT-003017,CASE-000017,DOC-003017,ATTACH_CASE-000017_3017.png,image/png,png,1506755,LOCAL,sample_data/attachments/CASE-000017/ATTACH_CASE-000017_3017.png,e867202067c00581467fe597bca12a5effa438e3f08205111651c4a6297fae6d,2025-11-06T18:53:35.151545
ATT-003018,CASE-000018,DOC-003018,ATTACH_CASE-000018_3018.jpg,image/jpeg,jpg,927451,LOCAL,sample_data/attachments/CASE-000018/ATTACH_CASE-000018_3018.jpg,292c5672e540d8aadfbbe4bd4ffd3b370e7d3f41c754111bb1fe003140eba752,2026-08-06T18:53:35.151598
ATT-003019,CASE-000019,DOC-003019,ATTACH_CASE-000019_3019.jpg,image/jpeg,jpg,4078274,LOCAL,sample_data/attachments/CASE-000019/ATTACH_CASE-000019_3019.jpg,27e3a82a18307a3beb1adee8bb67bb209b3e8075753d0325821b8ac0aca4544c,2026-03-10T16:53:35.151661
ATT-003020,CASE-000020,DOC-003020,ATTACH_CASE-000020_3020.pdf,application/pdf,pdf,1234075,LOCAL,sample_data/attachments/CASE-000020/ATTACH_CASE-000020_3020.pdf,e1078ef9cfd7f2e20d3655f6de12b97f3195508155efac981740f7f68b17adc6,2026-02-25T08:53:35.151744
ATT-003021,CASE-000021,DOC-003021,ATTACH_CASE-000021_3021.mp4,video/mp4,mp4,902273,LOCAL,sample_data/attachments/CASE-000021/ATTACH_CASE-000021_3021.mp4,aa5f180bb053bf7655c9093352b84733cfc6235367e536fa4bfd679cd6744422,2026-01-05T22:53:35.151802
ATT-003022,CASE-000022,DOC-003022,ATTACH_CASE-000022_3022.mp3,audio/mpeg,mp3,1545506,LOCAL,sample_data/attachments/CASE-000022/ATTACH_CASE-000022_3022.mp3,796f9d1e5b4682f88f4d0c13f2e918daaf33f4902515092b0f2b44e2d327e1de,2026-05-23T19:53:35.151990
ATT-003023,CASE-000023,DOC-003023,ATTACH_CASE-000023_3023.png,image/png,png,4271823,LOCAL,sample_data/attachments/CASE-000023/ATTACH_CASE-000023_3023.png,454996d18ae10a6834994cfd1109dd86113ea1e9f79c524278e52dc3fd41b148,2026-01-26T14:53:35.152053
ATT-003024,CASE-000024,DOC-003024,ATTACH_CASE-000024_3024.mp3,audio/mpeg,mp3,2687326,LOCAL,sample_data/attachments/CASE-000024/ATTACH_CASE-000024_3024.mp3,d461c38e78646e56db6c15918f787fc8697cd8ca1f2148931a83ce0e2c988d7c,2025-06-27T05:53:35.152104
ATT-003025,CASE-000025,DOC-003025,ATTACH_CASE-000025_3025.png,image/png,png,216074,LOCAL,sample_data/attachments/CASE-000025/ATTACH_CASE-000025_3025.png,b1466741d0ffc8c3ef34ecf40b4fa4b6e57f0f778763176cd1dee2b0783cec6e,2026-02-02T05:53:35.152159
ATT-003026,CASE-000026,DOC-003026,ATTACH_CASE-000026_3026.pdf,application/pdf,pdf,2067023,LOCAL,sample_data/attachments/CASE-000026/ATTACH_CASE-000026_3026.pdf,7b1a42b3df8826d255a4802319af0e51ece057864a1b30cee4fee88fa3a721ff,2026-03-27T02:53:35.152222
ATT-003027,CASE-000027,DOC-003027,ATTACH_CASE-000027_3027.mp3,audio/mpeg,mp3,3533225,LOCAL,sample_data/attachments/CASE-000027/ATTACH_CASE-000027_3027.mp3,98053902284ecff3a5331878697a7fa2c54a42a1c237f16f2b282d7540d41dd5,2026-01-25T04:53:35.152605
ATT-003028,CASE-000028,DOC-003028,ATTACH_CASE-000028_3028.mp3,audio/mpeg,mp3,2082075,LOCAL,sample_data/attachments/CASE-000028/ATTACH_CASE-000028_3028.mp3,0fe02f1e2530d5ae9e5ee58e126c7c7290233a1cbe260ad40039815c97234e38,2026-07-29T20:53:35.152665
ATT-003029,CASE-000029,DOC-003029,ATTACH_CASE-000029_3029.jpg,image/jpeg,jpg,3291447,LOCAL,sample_data/attachments/CASE-000029/ATTACH_CASE-000029_3029.jpg,ae4a75dd636464ecd092b863553014fa01bfec58b5166c727fcd808702f62833,2025-10-06T19:53:35.152724
ATT-003030,CASE-000030,DOC-003030,ATTACH_CASE-000030_3030.mp3,audio/mpeg,mp3,4211771,LOCAL,sample_data/attachments/CASE-000030/ATTACH_CASE-000030_3030.mp3,9a6511e0d1e811d0269f3dfe763a626c4635bccab4154087c588825e6d682dee,2025-04-24T16:53:35.152773
ATT-003031,CASE-000031,DOC-003031,ATTACH_CASE-000031_3031.mp3,audio/mpeg,mp3,348338,LOCAL,sample_data/attachments/CASE-000031/ATTACH_CASE-000031_3031.mp3,e00e5e0b37dfbce0e067087f413e76a28175271c69e6a51f3f2335bec7fd955d,2026-08-16T23:53:35.152828
ATT-003032,CASE-000032,DOC-003032,ATTACH_CASE-000032_3032.png,image/png,png,3037236,LOCAL,sample_data/attachments/CASE-000032/ATTACH_CASE-000032_3032.png,c9b617d2e696c4df0c50bc18caacf665fc349e020182147c3b72fa8e12ad7d6d,2025-09-23T11:53:35.152878
ATT-003033,CASE-000033,DOC-003033,ATTACH_CASE-000033_3033.pdf,application/pdf,pdf,3824776,LOCAL,sample_data/attachments/CASE-000033/ATTACH_CASE-000033_3033.pdf,75825dee6d4686ae8556c69bee6d6d7d1b6207566c720232124cd8cb50218552,2025-10-12T16:53:35.152928
ATT-003034,CASE-000034,DOC-003034,ATTACH_CASE-000034_3034.jpg,image/jpeg,jpg,1297797,LOCAL,sample_data/attachments/CASE-000034/ATTACH_CASE-000034_3034.jpg,61a9830eaf98a9c3303d198def8c9814d9e5fc95674c1723164a2de1d1c1e294,2025-10-14T01:53:35.152979
ATT-003035,CASE-000035,DOC-003035,ATTACH_CASE-000035_3035.jpg,image/jpeg,jpg,3970953,LOCAL,sample_data/attachments/CASE-000035/ATTACH_CASE-000035_3035.jpg,ef543d57204c837d5d901fdd85b7c31906a69244f42f1c01538e9d16809728ab,2025-04-24T12:53:35.153037
ATT-003036,CASE-000036,DOC-003036,ATTACH_CASE-000036_3036.jpg,image/jpeg,jpg,3588873,LOCAL,sample_data/attachments/CASE-000036/ATTACH_CASE-000036_3036.jpg,a2d2fb8d439d315840f81ce0fae07bac6e23c7f7ed71af023fd6f1f63ce67cfb,2026-01-29T12:53:35.153086
ATT-003037,CASE-000037,DOC-003037,ATTACH_CASE-000037_3037.png,image/png,png,2334364,LOCAL,sample_data/attachments/CASE-000037/ATTACH_CASE-000037_3037.png,c9f5ce29bb42209495a6acaa695cb3fff1fb206b69b6c7a4ca275d78368d5542,2026-05-29T07:53:35.153135
ATT-003038,CASE-000038,DOC-003038,ATTACH_CASE-000038_3038.png,image/png,png,4774100,LOCAL,sample_data/attachments/CASE-000038/ATTACH_CASE-000038_3038.png,8953eb067728d7215ce4645354627fcc366ba8a981450c274c4c021561ccb61d,2026-08-15T08:53:35.153183
ATT-003039,CASE-000039,DOC-003039,ATTACH_CASE-000039_3039.jpg,image/jpeg,jpg,1279744,LOCAL,sample_data/attachments/CASE-000039/ATTACH_CASE-000039_3039.jpg,33e87981f3f48edcf6bf653308ee44fb163be080460d25810870dd824940c603,2026-01-19T13:53:35.153237
ATT-003040,CASE-000040,DOC-003040,ATTACH_CASE-000040_3040.mp4,video/mp4,mp4,4199979,LOCAL,sample_data/attachments/CASE-000040/ATTACH_CASE-000040_3040.mp4,7e913e57fc6f2a32cd9e2a21111ff9544c09ffed2eff9505e6c5fe47f485495e,2026-01-22T07:53:35.153284
ATT-003041,CASE-000041,DOC-003041,ATTACH_CASE-000041_3041.png,image/png,png,480546,LOCAL,sample_data/attachments/CASE-000041/ATTACH_CASE-000041_3041.png,8c9ab4ab7497f2afcfe31e66a0c37b38074c7dac760313de79f77660f7cb25b6,2026-04-30T06:53:35.153331
ATT-003042,CASE-000042,DOC-003042,ATTACH_CASE-000042_3042.png,image/png,png,3096329,LOCAL,sample_data/attachments/CASE-000042/ATTACH_CASE-000042_3042.png,ac9b16b21babc4a8981174f0d63be8412a192070cb3b3e355c9c9c3b21ba621d,2025-10-26T08:53:35.153376
ATT-003043,CASE-000043,DOC-003043,ATTACH_CASE-000043_3043.mp3,audio/mpeg,mp3,2467455,LOCAL,sample_data/attachments/CASE-000043/ATTACH_CASE-000043_3043.mp3,e0f707d8d550a7e84dfa3861e6b5575bcb6ad4bc9d5460b27055a2d76d0aa1ab,2025-09-19T06:53:35.153497
ATT-003044,CASE-000044,DOC-003044,ATTACH_CASE-000044_3044.png,image/png,png,3277285,LOCAL,sample_data/attachments/CASE-000044/ATTACH_CASE-000044_3044.png,0480230d8ced5a2d9714e12ed50b78856333a6ac379dcb1c6caac5ff4da8c94f,2025-04-21T16:53:35.153551
ATT-003045,CASE-000045,DOC-003045,ATTACH_CASE-000045_3045.jpg,image/jpeg,jpg,3507714,LOCAL,sample_data/attachments/CASE-000045/ATTACH_CASE-000045_3045.jpg,a645f0806c5142cdca7107f0a08beada1f92591e2dff450dc292c99d873a3cf1,2025-11-12T10:53:35.153586
ATT-003046,CASE-000046,DOC-003046,ATTACH_CASE-000046_3046.mp3,audio/mpeg,mp3,4314643,LOCAL,sample_data/attachments/CASE-000046/ATTACH_CASE-000046_3046.mp3,768fbf7a71047882371af29401bd1b991ccedb71807468ab14e7f8201b3be4df,2026-07-14T12:53:35.153621
ATT-003047,CASE-000047,DOC-003047,ATTACH_CASE-000047_3047.pdf,application/pdf,pdf,2796185,LOCAL,sample_data/attachments/CASE-000047/ATTACH_CASE-000047_3047.pdf,c2a7372388613bb90c13eda992e85252f23d812c194ec6f2d0f4ce083175bfcf,2025-08-11T17:53:35.153676
ATT-003048,CASE-000048,DOC-003048,ATTACH_CASE-000048_3048.mp4,video/mp4,mp4,455312,LOCAL,sample_data/attachments/CASE-000048/ATTACH_CASE-000048_3048.mp4,d6719858690a5dac5629f1b7cfada0ad044940722c6ad71f7898be699d212cc4,2026-06-13T11:53:35.153732
ATT-003049,CASE-000049,DOC-003049,ATTACH_CASE-000049_3049.mp3,audio/mpeg,mp3,4321648,LOCAL,sample_data/attachments/CASE-000049/ATTACH_CASE-000049_3049.mp3,de17977be5aee5ff83061ac1cccedbc04c99e2e11be81e5c4ff9d91411d216ff,2025-08-20T15:53:35.153764
ATT-003050,CASE-000050,DOC-003050,ATTACH_CASE-000050_3050.pdf,application/pdf,pdf,964557,LOCAL,sample_data/attachments/CASE-000050/ATTACH_CASE-000050_3050.pdf,cd3156cba5e6ee874b3bf58151c4039ec8da8d819668ef1ef068b19f343e22f3,2025-05-21T02:53:35.153793
ATT-003051,CASE-000051,DOC-003051,ATTACH_CASE-000051_3051.jpg,image/jpeg,jpg,4905448,LOCAL,sample_data/attachments/CASE-000051/ATTACH_CASE-000051_3051.jpg,fc535b38220fa0c1b4514bd2f38fdd5ee5caaf32f0471a4254a7aaf5786ba966,2025-08-29T02:53:35.153821
ATT-003052,CASE-000052,DOC-003052,ATTACH_CASE-000052_3052.pdf,application/pdf,pdf,2199315,LOCAL,sample_data/attachments/CASE-000052/ATTACH_CASE-000052_3052.pdf,57edc02bdb4eee9f7a9056a05991617ed2a87e4d2e86694edeb0de10cc66ae79,2025-06-08T14:53:35.153848
ATT-003053,CASE-000053,DOC-003053,ATTACH_CASE-000053_3053.mp3,audio/mpeg,mp3,1592551,LOCAL,sample_data/attachments/CASE-000053/ATTACH_CASE-000053_3053.mp3,ab1cd593c4e8bdbfa0b11f5b96c44865841003954aa7844336fe2b4f7fd9c8c6,2026-08-18T19:53:35.153876
ATT-003054,CASE-000054,DOC-003054,ATTACH_CASE-000054_3054.jpg,image/jpeg,jpg,1017307,LOCAL,sample_data/attachments/CASE-000054/ATTACH_CASE-000054_3054.jpg,0d7f769d9e815a7cd459c874dcec3384c3d673cd12fc6f5169bf759b3f644207,2026-08-17T15:53:35.153904
ATT-003055,CASE-000055,DOC-003055,ATTACH_CASE-000055_3055.mp3,audio/mpeg,mp3,3306302,LOCAL,sample_data/attachments/CASE-000055/ATTACH_CASE-000055_3055.mp3,c3fb8b1b3132365b803a51758df7f34d00b5d351d40832d22c5a462953b99f63,2026-05-07T14:53:35.153930
ATT-003056,CASE-000056,DOC-003056,ATTACH_CASE-000056_3056.pdf,application/pdf,pdf,3523204,LOCAL,sample_data/attachments/CASE-000056/ATTACH_CASE-000056_3056.pdf,9263d154fe5b1eb73717c6047395413b48f8aba6e869ca92ace692e986f51fb4,2025-09-19T07:53:35.153956
ATT-003057,CASE-000057,DOC-003057,ATTACH_CASE-000057_3057.jpg,image/jpeg,jpg,1809658,LOCAL,sample_data/attachments/CASE-000057/ATTACH_CASE-000057_3057.jpg,fb2ff3640f18bc374d24ff3788ce9df2e0e6277a9020c4d77f11ff8d4d0515f5,2025-11-30T03:53:35.153988
ATT-003058,CASE-000058,DOC-003058,ATTACH_CASE-000058_3058.jpg,image/jpeg,jpg,104008,LOCAL,sample_data/attachments/CASE-000058/ATTACH_CASE-000058_3058.jpg,587b39f0694fcfc43ee6226595647a4a954494edaa9879b5ef81f1d385fc618b,2025-12-02T05:53:35.154017
ATT-003059,CASE-000059,DOC-003059,ATTACH_CASE-000059_3059.mp4,video/mp4,mp4,3617933,LOCAL,sample_data/attachments/CASE-000059/ATTACH_CASE-000059_3059.mp4,81ba0bb59a022a18bd967467f414ac55c5f1f86d65202ada52f0f0b71d7bb5af,2026-07-27T22:53:35.154045
ATT-003060,CASE-000060,DOC-003060,ATTACH_CASE-000060_3060.mp3,audio/mpeg,mp3,2067441,LOCAL,sample_data/attachments/CASE-000060/ATTACH_CASE-000060_3060.mp3,b3d2d454bb9ad9490fbb59bbefdaef1f1b0796ef10d37b5970057b4371d2e3ef,2026-02-12T04:53:35.154070
ATT-003061,CASE-000061,DOC-003061,ATTACH_CASE-000061_3061.jpg,image/jpeg,jpg,163739,LOCAL,sample_data/attachments/CASE-000061/ATTACH_CASE-000061_3061.jpg,786454e6a270bf1b6a742332bdf75a88ac492aac543a62d34af4b2c0009f6964,2026-05-01T04:53:35.154115
ATT-003062,CASE-000062,DOC-003062,ATTACH_CASE-000062_3062.png,image/png,png,568475,LOCAL,sample_data/attachments/CASE-000062/ATTACH_CASE-000062_3062.png,d001825a216fb907253bb9892901e8d1849d2748d77ee3a8204b2b6cf31d4528,2025-08-08T17:53:35.154143
ATT-003063,CASE-000063,DOC-003063,ATTACH_CASE-000063_3063.mp3,audio/mpeg,mp3,1719703,LOCAL,sample_data/attachments/CASE-000063/ATTACH_CASE-000063_3063.mp3,dd07b2dbed7527a9a4cb43fd73d34bbabd4d0e76b2b773e93989f131c38f5fcf,2025-06-30T02:53:35.154185
ATT-003064,CASE-000064,DOC-003064,ATTACH_CASE-000064_3064.jpg,image/jpeg,jpg,2466108,LOCAL,sample_data/attachments/CASE-000064/ATTACH_CASE-000064_3064.jpg,220ceb725291068a81bfa5faaaf5177d7c7c32d4f1af27f1e5ffa734bc4322ac,2025-06-17T00:53:35.154231
ATT-003065,CASE-000065,DOC-003065,ATTACH_CASE-000065_3065.mp3,audio/mpeg,mp3,2217297,LOCAL,sample_data/attachments/CASE-000065/ATTACH_CASE-000065_3065.mp3,c6964ef1eed9164b6de9d0f26298579348a70f6fd3f3f049b845aeb76c6b83c6,2025-07-19T15:53:35.154260
ATT-003066,CASE-000066,DOC-003066,ATTACH_CASE-000066_3066.mp3,audio/mpeg,mp3,4706128,LOCAL,sample_data/attachments/CASE-000066/ATTACH_CASE-000066_3066.mp3,b625108d2a2db15895300e3906e79ed0dddfa79138526d6795a02748d72ea882,2026-07-20T18:53:35.154300
ATT-003067,CASE-000067,DOC-003067,ATTACH_CASE-000067_3067.jpg,image/jpeg,jpg,276952,LOCAL,sample_data/attachments/CASE-000067/ATTACH_CASE-000067_3067.jpg,d89867a6a05be21f83d5fe4df0ff993e599ef511801837078aec578126d1a5a0,2026-08-08T14:53:35.154333
ATT-003068,CASE-000068,DOC-003068,ATTACH_CASE-000068_3068.mp4,video/mp4,mp4,1336893,LOCAL,sample_data/attachments/CASE-000068/ATTACH_CASE-000068_3068.mp4,fb0fd39b8a6b9232f1c7f57f7e02459b1f148f0004e4754ee038cb90917ff47b,2026-05-24T02:53:35.154362
ATT-003069,CASE-000069,DOC-003069,ATTACH_CASE-000069_3069.mp3,audio/mpeg,mp3,4018042,LOCAL,sample_data/attachments/CASE-000069/ATTACH_CASE-000069_3069.mp3,98ba70cf66f15dac9f05c11b882a1462031310cb38cc22487453b80d3d2c926f,2025-11-03T06:53:35.154388
